Year,PUMA,Borough,Neighborhoods,CD,Join,NYC_Poverty_Rate,Median_Income,Perc_White,Perc_Black,Perc_Asian,Perc_Other,Perc_Hispanic,GoalID,Goal,GoalName,GoalFullName,TotalOutcome,GoalRank,IndexScore,ScoreRank,Ind1,Ind1Outcome,Ind1Rank,Ind1Definition,Ind2,Ind2Outcome,Ind2Rank,Ind2Definition,Ind3,Ind3Outcome,Ind3Rank,Ind3Definition,Ind4,Ind4Outcome,Ind4Rank,Ind4Definition,Ind5,Ind5Outcome,Ind5Rank,Ind5Definition,Ind6,Ind6Outcome,Ind6Rank,Ind6Definition,Ind7,Ind7Outcome,Ind7Rank,Ind7Definition,Ind8,Ind8Outcome,Ind8Rank,Ind8Definition
2021,3807,Manhattan,"Chelsea, Clinton & Midtown Business District",MN Community Districts 4 & 5,3807,0.112,77071,0.590,0.047,0.170,0.034,0.158,BuildAssets,Build Assets,Goal 5: Build Assets,Goal 5: Opportunities to Build Assets & Plan for the Future,5.27505931924122,2,9.08576637462201,Top,Homeownership Opportunity,0.2591,37,Percentage of housing units that are owner-occupied,Neighborhood Tenure,0.3331,55,Percentage of residents who have lived in their homes for 10 or more years,Minority And Women-Owned Business Enterprise,388,1,"Number of NYC certified M/WBEs per 100,000 residents",Retirement Security,3.59:1,11,Median income-to-poverty line ratio of residents age 65 and older,Community Efficacy,198.22,1,"Number of community and public institutions per 10,000 residents",Small Business Employment Opportunity,Not Applicable,31,Percentage of jobs in small businesses (less than 20 employees),Participatory Budgeting,,,Percentage of eligible residents casting a vote in most recent participatory budgeting cycle,,,,
2021,3807,Manhattan,"Chelsea, Clinton & Midtown Business District",MN Community Districts 4 & 5,3807,0.112,77071,0.590,0.047,0.170,0.034,0.158,FinancialServices,Financial Services,Goal 1: Financial Services,"Goal 1: Access to Affordable, High-Quality Financial Services",6.40152391192563,2,9.48458232189761,Top,Bank / Credit Union-To-Nonbank Ratio,8.3:1,14,Ratio of banks & credit unions to check cashers & pawnshops,Bank / Credit Union Density,10.41,2,"Number of bank and credit union branches per 10,000 residents",IDNYC Acceptance,0.102,43,Percentage of bank & credit union branches that accept IDNYC as primary ID,Mortgage Origination By Race,Asian 19.48%; Black or African American (non-Hispanic or Latino) 2.99%; Hispanic or Latino 7.91%; Other/No Information 21.49%; White (non-Hispanic or Latino) 48.12%,18,Racial/ethnic mix of mortgage loans originated in the past year,Bank / Credit Union Utilization,0.955,12,Percentage of residents with a bank or credit union account,Affordable Products,0.378378378378378,41,Percentage of bank & credit union branches offering checking accounts that meet New York Basic Banking guidelines,Mobile Banking Utilization,0.41,4,Estimated percentage of residents that used mobile banking in past twelve months,,,,
2021,3807,Manhattan,"Chelsea, Clinton & Midtown Business District",MN Community Districts 4 & 5,3807,0.112,77071,0.590,0.047,0.170,0.034,0.158,FinancialShocks,Financial Shocks,Goal 4: Financial Shocks,Goal 4: Stable Housing & Capacity to Limit Financial Shocks,8.50551485869724,2,9.92506316067369,Top,Ability To Borrow At Low Cost,0.765262,7,Percentage of residents with a prime or better credit score,Housing Stability,a - 51%                                                 b - 49%,33,Percentage of rental housing units that are under regulatory protection,Health Insurance Access,0.97,3,Percentage of residents with health insurance,Rent Burden,0.393,5,Percentage of households that pay more than 30% of income on rent,Severe Rent Burden,0.176,3,Percentage of households that pay more than 50% of income on rent,Pre-foreclosure Notices,116,14,"Number of pre-foreclosure notices issued per 1,000 1-4 family homes and condominium units",Financial Counseling,6.44592176121636,5,"Full-Time Equivalent Financial Counselors per 100,000 residents aged 18-64 years",,,,
2021,3807,Manhattan,"Chelsea, Clinton & Midtown Business District",MN Community Districts 4 & 5,3807,0.112,77071,0.590,0.047,0.170,0.034,0.158,Goods&Services,Goods & Services,Goal 2: Goods & Services,"Goal 2: Access to Affordable, High-Quality Goods & Services",1.85306570933994,11,7.46879247231018,Top,Access To Groceries,290,8,Supermarket square footage per 100 residents,Child Care Capacity,0.617,28,Percentage of 3- and 4-year-olds enrolled in early education programs,Health Care Access,0.098,14,Percentage of adults who did not receive needed medical care in past year ,Cost Of Transportation ($),1312.43583333333,50,Average (mean) amount of money spent monthly on transportation per household,Cost Of Transportation (%),0.135198128594729,43,Percentage of median household income spent on transportation,Journey To Work Time,26.8,3,Average (mean) travel time to work in minutes,,,,,,,,
2021,3807,Manhattan,"Chelsea, Clinton & Midtown Business District",MN Community Districts 4 & 5,3807,0.112,77071,0.590,0.047,0.170,0.034,0.158,Jobs&Income,Jobs & Income,Goal 3: Jobs & Income,Goal 3: Access to Quality Jobs & Income Supports,10.2544011186998,2,9.46542850012757,Top,Job Training And Placement Support,60,2,"Number of job training and placement programs per 10,000 unemployed residents",Jobs With Health Insurance,0.687,6,Percentage of the population that has health insurance coverage through their current or former employer or through their union,Labor Force Participation,0.748,3,Percent of the non-institutionalized people age 16 or older who are employed or looking for work,Job Quality,62381.238,5,Median income of neighborhood residents with 5 or more years housing tenure,Educational Attainment,0.775095441275545,27,Percentage of high school students who graduate on time (within 4 years),Public Benefits Utilization,0.827,17,Percentage of people eligible for SNAP receiving the benefit,Tax Credit Utilization,0.896,41,Percentage of eligible Tax Units claiming EITC,Adults With High School Diploma,0.951,5,Percentage of adults with a high school degree or equivalent
2021,3807,Manhattan,"Chelsea, Clinton & Midtown Business District",MN Community Districts 4 & 5,3807,0.112,77071,0.590,0.047,0.170,0.034,0.158,OverallIndex,Overall Index,Overall Neighborhood Financial Health,Overall Neighborhood Financial Health,32.2895649179038,1,10,Top,"Goal 1: Access to Affordable, High-Quality Financial Services",,2,,"Goal 2: Access to Affordable, High-Quality Goods & Services",,11,,Goal 3: Access to Quality Jobs & Income Supports,,2,,Goal 4: Stable Housing & Capacity to Limit Financial Shocks,,2,,Goal 5: Opportunities to Build Assets & Plan for the Future,,2,,,,,,,,,,,,,
2021,3807,Manhattan,"Chelsea, Clinton & Midtown Business District",MN Community Districts 4 & 5,3807,0.112,77071,0.590,0.047,0.170,0.034,0.158,MajorityRaceEthnicity,Majority Race/Ethnicity,Majority Race or Ethnicity,Majority Race or Ethnicity,0.590367639,"White, non-Hispanic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3808,Manhattan,"Murray Hill, Gramercy & Stuyvesant Town",MN Community District 6,3808,0.087,83546,0.672,0.043,0.163,0.034,0.089,BuildAssets,Build Assets,Goal 5: Build Assets,Goal 5: Opportunities to Build Assets & Plan for the Future,3.58723430382646,7,7.70706918328002,Top,Homeownership Opportunity,0.3392,25,Percentage of housing units that are owner-occupied,Neighborhood Tenure,0.3459,52,Percentage of residents who have lived in their homes for 10 or more years,Minority And Women-Owned Business Enterprise,258,3,"Number of NYC certified M/WBEs per 100,000 residents",Retirement Security,5.01:1,1,Median income-to-poverty line ratio of residents age 65 and older,Community Efficacy,138.11,2,"Number of community and public institutions per 10,000 residents",Small Business Employment Opportunity,Not Applicable,31,Percentage of jobs in small businesses (less than 20 employees),Participatory Budgeting,,,Percentage of eligible residents casting a vote in most recent participatory budgeting cycle,,,,
2021,3808,Manhattan,"Murray Hill, Gramercy & Stuyvesant Town",MN Community District 6,3808,0.087,83546,0.672,0.043,0.163,0.034,0.089,FinancialServices,Financial Services,Goal 1: Financial Services,"Goal 1: Access to Affordable, High-Quality Financial Services",7.1808061808237,1,10,Top,Bank / Credit Union-To-Nonbank Ratio,11.2:1,8,Ratio of banks & credit unions to check cashers & pawnshops,Bank / Credit Union Density,10.52,1,"Number of bank and credit union branches per 10,000 residents",IDNYC Acceptance,0.096,45,Percentage of bank & credit union branches that accept IDNYC as primary ID,Mortgage Origination By Race,Asian 26.60%; Black or African American (non-Hispanic or Latino) 1.40%; Hispanic or Latino 6.42%; Other/No Information 20.33%; White (non-Hispanic or Latino) 45.25%,16,Racial/ethnic mix of mortgage loans originated in the past year,Bank / Credit Union Utilization,0.97,5,Percentage of residents with a bank or credit union account,Affordable Products,0.313953488372093,45,Percentage of bank & credit union branches offering checking accounts that meet New York Basic Banking guidelines,Mobile Banking Utilization,0.42,1,Estimated percentage of residents that used mobile banking in past twelve months,,,,
2021,3808,Manhattan,"Murray Hill, Gramercy & Stuyvesant Town",MN Community District 6,3808,0.087,83546,0.672,0.043,0.163,0.034,0.089,FinancialShocks,Financial Shocks,Goal 4: Financial Shocks,Goal 4: Stable Housing & Capacity to Limit Financial Shocks,5.93396389358229,4,8.32578395014679,Top,Ability To Borrow At Low Cost,0.8329146,1,Percentage of residents with a prime or better credit score,Housing Stability,a - 45.4%                                                 b - 54.6%,41,Percentage of rental housing units that are under regulatory protection,Health Insurance Access,0.969,4,Percentage of residents with health insurance,Rent Burden,0.433,7,Percentage of households that pay more than 30% of income on rent,Severe Rent Burden,0.232,11,Percentage of households that pay more than 50% of income on rent,Pre-foreclosure Notices,97,8,"Number of pre-foreclosure notices issued per 1,000 1-4 family homes and condominium units",Financial Counseling,3.31183869245377,13,"Full-Time Equivalent Financial Counselors per 100,000 residents aged 18-64 years",,,,
2021,3808,Manhattan,"Murray Hill, Gramercy & Stuyvesant Town",MN Community District 6,3808,0.087,83546,0.672,0.043,0.163,0.034,0.089,Goods&Services,Goods & Services,Goal 2: Goods & Services,"Goal 2: Access to Affordable, High-Quality Goods & Services",2.6778860847114,6,8.37832740712985,Top,Access To Groceries,189,23,Supermarket square footage per 100 residents,Child Care Capacity,0.829,6,Percentage of 3- and 4-year-olds enrolled in early education programs,Health Care Access,0.095,13,Percentage of adults who did not receive needed medical care in past year ,Cost Of Transportation ($),1405.3275,52,Average (mean) amount of money spent monthly on transportation per household,Cost Of Transportation (%),0.131978353081125,36,Percentage of median household income spent on transportation,Journey To Work Time,26.7,2,Average (mean) travel time to work in minutes,,,,,,,,
2021,3808,Manhattan,"Murray Hill, Gramercy & Stuyvesant Town",MN Community District 6,3808,0.087,83546,0.672,0.043,0.163,0.034,0.089,Jobs&Income,Jobs & Income,Goal 3: Jobs & Income,Goal 3: Access to Quality Jobs & Income Supports,4.77445977773955,5,7.05596500751839,Top,Job Training And Placement Support,37.5,5,"Number of job training and placement programs per 10,000 unemployed residents",Jobs With Health Insurance,0.695,5,Percentage of the population that has health insurance coverage through their current or former employer or through their union,Labor Force Participation,0.718,5,Percent of the non-institutionalized people age 16 or older who are employed or looking for work,Job Quality,80491.92,2,Median income of neighborhood residents with 5 or more years housing tenure,Educational Attainment,0.775,28,Percentage of high school students who graduate on time (within 4 years),Public Benefits Utilization,0.448,51,Percentage of people eligible for SNAP receiving the benefit,Tax Credit Utilization,0.674,53,Percentage of eligible Tax Units claiming EITC,Adults With High School Diploma,0.967,2,Percentage of adults with a high school degree or equivalent
2021,3808,Manhattan,"Murray Hill, Gramercy & Stuyvesant Town",MN Community District 6,3808,0.087,83546,0.672,0.043,0.163,0.034,0.089,OverallIndex,Overall Index,Overall Neighborhood Financial Health,Overall Neighborhood Financial Health,24.1543502406834,3,8.53408728206414,Top,"Goal 1: Access to Affordable, High-Quality Financial Services",,1,,"Goal 2: Access to Affordable, High-Quality Goods & Services",,6,,Goal 3: Access to Quality Jobs & Income Supports,,5,,Goal 4: Stable Housing & Capacity to Limit Financial Shocks,,4,,Goal 5: Opportunities to Build Assets & Plan for the Future,,7,,,,,,,,,,,,,
2021,3808,Manhattan,"Murray Hill, Gramercy & Stuyvesant Town",MN Community District 6,3808,0.087,83546,0.672,0.043,0.163,0.034,0.089,MajorityRaceEthnicity,Majority Race/Ethnicity,Majority Race or Ethnicity,Majority Race or Ethnicity,0.671789684,"White, non-Hispanic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3809,Manhattan,Chinatown & Lower East Side,MN Community District 3,3809,0.22,23393,0.339,0.085,0.309,0.030,0.238,BuildAssets,Build Assets,Goal 5: Build Assets,Goal 5: Opportunities to Build Assets & Plan for the Future,-0.231283631206918,27,4.5879188542835,Middle,Homeownership Opportunity,0.1276,48,Percentage of housing units that are owner-occupied,Neighborhood Tenure,0.5044,17,Percentage of residents who have lived in their homes for 10 or more years,Minority And Women-Owned Business Enterprise,88,18,"Number of NYC certified M/WBEs per 100,000 residents",Retirement Security,1.3:1,51,Median income-to-poverty line ratio of residents age 65 and older,Community Efficacy,53.88,8,"Number of community and public institutions per 10,000 residents",Small Business Employment Opportunity,0.0140445673412668,5,Percentage of jobs in small businesses (less than 20 employees),Participatory Budgeting,,,Percentage of eligible residents casting a vote in most recent participatory budgeting cycle,,,,
2021,3809,Manhattan,Chinatown & Lower East Side,MN Community District 3,3809,0.22,23393,0.339,0.085,0.309,0.030,0.238,FinancialServices,Financial Services,Goal 1: Financial Services,"Goal 1: Access to Affordable, High-Quality Financial Services",2.26312588431508,19,6.74744381947708,Middle,Bank / Credit Union-To-Nonbank Ratio,19.7:1,2,Ratio of banks & credit unions to check cashers & pawnshops,Bank / Credit Union Density,3.8,5,"Number of bank and credit union branches per 10,000 residents",IDNYC Acceptance,0.068,53,Percentage of bank & credit union branches that accept IDNYC as primary ID,Mortgage Origination By Race,Asian 28.99%; Black or African American (non-Hispanic or Latino) 4.94%; Hispanic or Latino 15.7%; Other/No Information 17.55%; White (non-Hispanic or Latino) 32.82%,52,Racial/ethnic mix of mortgage loans originated in the past year,Bank / Credit Union Utilization,0.883,39,Percentage of residents with a bank or credit union account,Affordable Products,0.541666666666667,21,Percentage of bank & credit union branches offering checking accounts that meet New York Basic Banking guidelines,Mobile Banking Utilization,0.33,15,Estimated percentage of residents that used mobile banking in past twelve months,,,,
